Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2021-07-28 00:00:00,Finance,Salaries,South,115762,148979,UPI,TXN109762,33217,28.69
2023-08-10 00:00:00,Operations,Travel,North,25084,17305,UPI,TXN109763,-7779,-31.01
2023-11-24 00:00:00,Finance,Infrastructure,North,149088,76557,Cash,TXN109764,-72531,-48.65
2022-10-11 00:00:00,Sales,Marketing,Central,44825,60222,Card,TXN109765,15397,34.35
2021-04-30 00:00:00,Finance,Training,East,54072,84567,Bank Transfer,TXN109766,30495,56.40
2022-09-19 00:00:00,HR,Infrastructure,West,47246,151642,Cash,TXN109767,104396,220.96
2022-06-09 00:00:00,IT,Utilities,North,67793,74666,Cash,TXN109768,6873,10.14
2023-02-08 00:00:00,IT,Marketing,West,27393,138279,Bank Transfer,TXN109769,110886,404.80
2022-05-27 00:00:00,Marketing,Utilities,East,144850,103077,Bank Transfer,TXN109770,-41773,-28.84
2021-02-16 00:00:00,HR,Travel,South,112284,64395,UPI,TXN109771,-47889,-42.65
2023-02-11 00:00:00,Finance,Salaries,East,57068,30468,Bank Transfer,TXN109772,-26600,-46.61
2023-01-10 00:00:00,HR,Infrastructure,Central,54778,18637,Cash,TXN109773,-36141,-65.98
2022-06-06 00:00:00,Marketing,Infrastructure,West,107506,117340,UPI,TXN109774,9834,9.15
2021-05-14 00:00:00,Operations,Utilities,West,142322,39131,Bank Transfer,TXN109775,-103191,-72.51
2021-09-05 00:00:00,Finance,Utilities,South,28703,12725,Cash,TXN109776,-15978,-55.67
2022-03-12 00:00:00,HR,Salaries,South,62347,135604,Card,TXN109777,73257,117.50
2022-11-17 00:00:00,Operations,Infrastructure,North,78493,100868,Bank Transfer,TXN109778,22375,28.51
2022-08-09 00:00:00,Marketing,Salaries,East,23894,130471,Cash,TXN109779,106577,446.04
2021-12-17 00:00:00,Operations,Utilities,Central,67063,79853,UPI,TXN109780,12790,19.07
2021-05-23 00:00:00,Finance,Training,North,35772,110396,Bank Transfer,TXN109781,74624,208.61
2023-08-25 00:00:00,Marketing,Utilities,East,108290,110222,Bank Transfer,TXN109782,1932,1.78
2023-03-15 00:00:00,Marketing,Marketing,South,101168,87688,UPI,TXN109783,-13480,-13.32
2022-12-19 00:00:00,Marketing,Utilities,Central,118754,153585,UPI,TXN109784,34831,29.33
2022-10-05 00:00:00,Sales,Utilities,South,74181,149083,Cash,TXN109785,74902,100.97
2022-05-16 00:00:00,Marketing,Training,South,110210,169645,UPI,TXN109786,59435,53.93
2022-01-05 00:00:00,Sales,Salaries,West,78475,134066,Cash,TXN109787,55591,70.84
2023-02-26 00:00:00,Operations,Marketing,East,21670,53433,Cash,TXN109788,31763,146.58
2023-01-09 00:00:00,Sales,Marketing,North,117036,28576,UPI,TXN109789,-88460,-75.58
2023-08-08 00:00:00,Operations,Infrastructure,West,133397,99271,Bank Transfer,TXN109790,-34126,-25.58
2022-06-06 00:00:00,Sales,Training,East,105142,168688,UPI,TXN109791,63546,60.44
2022-05-04 00:00:00,Operations,Travel,East,89967,160232,UPI,TXN109792,70265,78.10
2022-02-01 00:00:00,Operations,Infrastructure,East,133303,28637,Card,TXN109793,-104666,-78.52
2023-06-15 00:00:00,Marketing,Infrastructure,Central,21028,129229,Card,TXN109794,108201,514.56
2021-12-21 00:00:00,Marketing,Infrastructure,West,114762,82540,UPI,TXN109795,-32222,-28.08
2023-08-05 00:00:00,Operations,Marketing,North,44520,38434,Bank Transfer,TXN109796,-6086,-13.67
2021-10-15 00:00:00,Marketing,Salaries,West,39587,132269,Bank Transfer,TXN109797,92682,234.12
2023-09-25 00:00:00,Operations,Utilities,South,28050,13421,Cash,TXN109798,-14629,-52.15
2022-06-20 00:00:00,Marketing,Marketing,East,74597,101122,UPI,TXN109799,26525,35.56
2023-05-01 00:00:00,IT,Utilities,South,145533,26780,UPI,TXN109800,-118753,-81.60
2023-04-18 00:00:00,Sales,Utilities,West,118909,156803,Card,TXN109801,37894,31.87
2021-06-17 00:00:00,Operations,Travel,North,12118,87171,Card,TXN109802,75053,619.35
2023-08-08 00:00:00,HR,Infrastructure,South,48394,25921,Card,TXN109803,-22473,-46.44
2022-09-13 00:00:00,Marketing,Travel,South,17358,35722,Cash,TXN109804,18364,105.80
2022-03-04 00:00:00,Marketing,Infrastructure,Central,122853,9782,UPI,TXN109805,-113071,-92.04
2022-05-05 00:00:00,Finance,Marketing,West,52030,26932,Card,TXN109806,-25098,-48.24
2021-12-21 00:00:00,HR,Utilities,South,66291,42518,UPI,TXN109807,-23773,-35.86
2021-07-15 00:00:00,HR,Travel,West,114664,13873,Cash,TXN109808,-100791,-87.90
2022-06-29 00:00:00,IT,Training,North,73215,37617,Bank Transfer,TXN109809,-35598,-48.62
2022-12-18 00:00:00,Sales,Marketing,South,121517,30656,Cash,TXN109810,-90861,-74.77
2023-04-04 00:00:00,IT,Marketing,North,41572,77100,UPI,TXN109811,35528,85.46
2023-07-21 00:00:00,Sales,Training,South,30649,161696,UPI,TXN109812,131047,427.57
2023-09-30 00:00:00,Operations,Infrastructure,East,109692,37036,UPI,TXN109813,-72656,-66.24
2022-10-21 00:00:00,IT,Utilities,Central,39927,124912,Bank Transfer,TXN109814,84985,212.85
2023-07-28 00:00:00,Finance,Infrastructure,Central,133499,162607,UPI,TXN109815,29108,21.80
2023-02-19 00:00:00,Sales,Infrastructure,Central,95638,111028,Card,TXN109816,15390,16.09
2021-01-11 00:00:00,IT,Marketing,North,139666,71185,Bank Transfer,TXN109817,-68481,-49.03
2022-01-31 00:00:00,Finance,Infrastructure,West,48289,8969,Bank Transfer,TXN109818,-39320,-81.43
2023-01-01 00:00:00,HR,Salaries,Central,86411,147199,Bank Transfer,TXN109819,60788,70.35
2022-02-13 00:00:00,Marketing,Training,South,141497,65616,Cash,TXN109820,-75881,-53.63
2021-12-28 00:00:00,Operations,Training,South,90279,47310,Cash,TXN109821,-42969,-47.60
2023-10-24 00:00:00,Operations,Utilities,East,148080,39130,Cash,TXN109822,-108950,-73.58
2021-03-25 00:00:00,HR,Training,North,51176,27208,Bank Transfer,TXN109823,-23968,-46.83
2021-06-05 00:00:00,IT,Infrastructure,South,114617,152447,Bank Transfer,TXN109824,37830,33.01
2022-12-08 00:00:00,Marketing,Infrastructure,South,18801,44286,UPI,TXN109825,25485,135.55
2022-04-17 00:00:00,HR,Travel,East,35300,159476,Bank Transfer,TXN109826,124176,351.77
2022-09-11 00:00:00,Finance,Utilities,East,69111,102712,Card,TXN109827,33601,48.62
2021-05-14 00:00:00,Marketing,Utilities,West,85705,160412,Cash,TXN109828,74707,87.17
2023-02-27 00:00:00,Sales,Training,West,121270,32361,UPI,TXN109829,-88909,-73.31
2023-06-26 00:00:00,IT,Infrastructure,West,38465,154501,Card,TXN109830,116036,301.67
2023-05-14 00:00:00,Marketing,Salaries,South,71723,78143,Card,TXN109831,6420,8.95
2022-10-29 00:00:00,Sales,Travel,East,34759,40767,Card,TXN109832,6008,17.28
2021-10-04 00:00:00,HR,Salaries,North,85347,12642,Bank Transfer,TXN109833,-72705,-85.19
2023-06-01 00:00:00,Operations,Infrastructure,West,47094,45850,Cash,TXN109834,-1244,-2.64
2021-01-13 00:00:00,Marketing,Utilities,Central,34019,12010,Card,TXN109835,-22009,-64.70
2021-12-08 00:00:00,Marketing,Utilities,South,12435,60071,UPI,TXN109836,47636,383.08
2021-02-04 00:00:00,Sales,Salaries,North,141806,89240,Cash,TXN109837,-52566,-37.07
2022-07-13 00:00:00,Sales,Marketing,South,128180,57611,Cash,TXN109838,-70569,-55.05
2022-02-09 00:00:00,Operations,Infrastructure,West,108295,27172,Bank Transfer,TXN109839,-81123,-74.91
2022-10-20 00:00:00,Sales,Utilities,South,17764,166197,Card,TXN109840,148433,835.58
2021-06-08 00:00:00,Sales,Training,West,139600,111848,UPI,TXN109841,-27752,-19.88
2023-08-14 00:00:00,Marketing,Marketing,South,27459,55152,Bank Transfer,TXN109842,27693,100.85
2022-07-03 00:00:00,Operations,Utilities,West,80658,130939,Cash,TXN109843,50281,62.34
2023-09-12 00:00:00,Operations,Training,East,122716,138305,Card,TXN109844,15589,12.70
2021-10-06 00:00:00,Marketing,Utilities,East,40342,151936,Cash,TXN109845,111594,276.62
2022-04-24 00:00:00,HR,Marketing,East,69973,19377,Cash,TXN109846,-50596,-72.31
2021-04-21 00:00:00,HR,Salaries,East,66993,165442,Bank Transfer,TXN109847,98449,146.95
2022-03-07 00:00:00,Marketing,Infrastructure,East,33135,91884,UPI,TXN109848,58749,177.30
2022-06-26 00:00:00,Sales,Marketing,Central,129823,12769,Card,TXN109849,-117054,-90.16
2021-12-26 00:00:00,IT,Marketing,South,129687,50453,Bank Transfer,TXN109850,-79234,-61.10
2022-01-07 00:00:00,HR,Utilities,East,78500,86499,UPI,TXN109851,7999,10.19
2023-11-05 00:00:00,HR,Training,Central,89114,104270,Bank Transfer,TXN109852,15156,17.01
2023-08-13 00:00:00,Marketing,Marketing,Central,99942,125284,UPI,TXN109853,25342,25.36
2021-09-16 00:00:00,Marketing,Infrastructure,South,47893,12233,Cash,TXN109854,-35660,-74.46
2023-02-17 00:00:00,IT,Salaries,South,15786,72776,Card,TXN109855,56990,361.02
2021-04-30 00:00:00,IT,Training,West,38878,119409,Card,TXN109856,80531,207.14
2023-09-03 00:00:00,Operations,Salaries,West,116661,88802,Card,TXN109857,-27859,-23.88
2023-07-02 00:00:00,Marketing,Salaries,East,98013,71021,Bank Transfer,TXN109858,-26992,-27.54
2022-12-24 00:00:00,HR,Infrastructure,North,87484,167824,Bank Transfer,TXN109859,80340,91.83
2022-06-07 00:00:00,Finance,Utilities,West,127685,133949,UPI,TXN109860,6264,4.91
2021-11-21 00:00:00,Finance,Training,North,49837,87778,Bank Transfer,TXN109861,37941,76.13
2023-12-10 00:00:00,Sales,Training,West,33854,117263,Cash,TXN109862,83409,246.38
2021-03-10 00:00:00,HR,Infrastructure,Central,28761,43180,UPI,TXN109863,14419,50.13
2022-01-26 00:00:00,Finance,Training,Central,104406,19254,Bank Transfer,TXN109864,-85152,-81.56
2022-01-18 00:00:00,HR,Marketing,Central,62009,67480,Card,TXN109865,5471,8.82
2021-01-16 00:00:00,Marketing,Travel,North,11455,72766,Cash,TXN109866,61311,535.23
2023-04-26 00:00:00,HR,Travel,East,68332,38184,Card,TXN109867,-30148,-44.12
2023-05-19 00:00:00,Finance,Travel,West,23682,48791,UPI,TXN109868,25109,106.03
2022-07-22 00:00:00,HR,Salaries,West,11890,116299,UPI,TXN109869,104409,878.12
2021-05-12 00:00:00,IT,Training,North,135362,63866,Bank Transfer,TXN109870,-71496,-52.82
2021-09-30 00:00:00,Sales,Infrastructure,Central,69172,162223,UPI,TXN109871,93051,134.52
2022-04-29 00:00:00,Operations,Training,East,45196,151012,UPI,TXN109872,105816,234.13
2022-07-04 00:00:00,Finance,Infrastructure,West,104786,97375,Card,TXN109873,-7411,-7.07
2021-12-23 00:00:00,Marketing,Training,East,61469,64248,UPI,TXN109874,2779,4.52
2023-12-08 00:00:00,Operations,Salaries,East,67390,65554,Cash,TXN109875,-1836,-2.72
2023-10-31 00:00:00,Sales,Marketing,South,137340,89931,Bank Transfer,TXN109876,-47409,-34.52
2021-08-21 00:00:00,IT,Travel,East,50816,67345,UPI,TXN109877,16529,32.53
2021-02-05 00:00:00,IT,Travel,South,17282,106820,Cash,TXN109878,89538,518.10
2022-02-17 00:00:00,IT,Training,North,91454,23475,Bank Transfer,TXN109879,-67979,-74.33
2023-10-25 00:00:00,IT,Salaries,Central,20446,168090,Cash,TXN109880,147644,722.12
2021-02-13 00:00:00,Finance,Travel,South,26456,51027,Cash,TXN109881,24571,92.87
2022-07-22 00:00:00,Finance,Training,East,105490,9724,UPI,TXN109882,-95766,-90.78
2023-01-10 00:00:00,HR,Utilities,Central,144529,42951,Card,TXN109883,-101578,-70.28
2021-04-24 00:00:00,Marketing,Training,East,46853,120463,Bank Transfer,TXN109884,73610,157.11
2022-02-01 00:00:00,HR,Infrastructure,East,115892,131052,UPI,TXN109885,15160,13.08
2022-04-11 00:00:00,Marketing,Travel,South,141024,121344,UPI,TXN109886,-19680,-13.96
2023-04-27 00:00:00,Sales,Travel,North,106199,88388,Bank Transfer,TXN109887,-17811,-16.77
2022-05-17 00:00:00,HR,Utilities,East,15045,118750,Bank Transfer,TXN109888,103705,689.30
2022-03-17 00:00:00,Sales,Marketing,South,43615,18006,UPI,TXN109889,-25609,-58.72
2021-03-10 00:00:00,Sales,Training,East,140321,80191,Cash,TXN109890,-60130,-42.85
2021-11-22 00:00:00,Sales,Marketing,Central,109699,107979,Card,TXN109891,-1720,-1.57
2021-03-08 00:00:00,IT,Training,North,103531,32579,Card,TXN109892,-70952,-68.53
2021-10-31 00:00:00,Operations,Utilities,East,67414,124298,Bank Transfer,TXN109893,56884,84.38
2023-08-30 00:00:00,Operations,Marketing,North,40426,141865,Bank Transfer,TXN109894,101439,250.93
2022-04-29 00:00:00,Finance,Salaries,North,24113,34996,Cash,TXN109895,10883,45.13
2023-07-18 00:00:00,Sales,Utilities,Central,67599,143449,Cash,TXN109896,75850,112.21
2021-05-29 00:00:00,IT,Training,Central,74614,149594,UPI,TXN109897,74980,100.49
2023-11-17 00:00:00,HR,Infrastructure,West,76437,12330,Cash,TXN109898,-64107,-83.87
2023-09-14 00:00:00,HR,Infrastructure,North,61854,91645,Card,TXN109899,29791,48.16
2022-08-07 00:00:00,Finance,Infrastructure,East,86396,28312,Cash,TXN109900,-58084,-67.23
2021-09-05 00:00:00,Finance,Training,Central,134326,102545,Cash,TXN109901,-31781,-23.66
2022-12-03 00:00:00,Sales,Travel,East,21110,154933,Cash,TXN109902,133823,633.93
2021-04-06 00:00:00,Sales,Utilities,North,30543,160797,Bank Transfer,TXN109903,130254,426.46
2021-10-09 00:00:00,HR,Utilities,Central,105929,41223,Cash,TXN109904,-64706,-61.08
2021-11-18 00:00:00,HR,Marketing,West,133747,134849,Bank Transfer,TXN109905,1102,0.82
2022-06-13 00:00:00,HR,Utilities,North,86610,39444,Card,TXN109906,-47166,-54.46
2021-09-20 00:00:00,HR,Utilities,East,105238,132798,Card,TXN109907,27560,26.19
2022-08-03 00:00:00,Operations,Marketing,West,73534,124070,Bank Transfer,TXN109908,50536,68.72
2021-10-21 00:00:00,Sales,Utilities,North,64025,161180,Bank Transfer,TXN109909,97155,151.75
2022-01-30 00:00:00,Sales,Utilities,Central,97041,34564,Cash,TXN109910,-62477,-64.38
2022-05-28 00:00:00,HR,Salaries,North,110886,139629,Cash,TXN109911,28743,25.92
2023-07-10 00:00:00,IT,Training,South,142572,151821,Card,TXN109912,9249,6.49
2023-03-21 00:00:00,HR,Marketing,East,50887,161570,Card,TXN109913,110683,217.51
2023-07-09 00:00:00,Marketing,Salaries,Central,105653,77526,Card,TXN109914,-28127,-26.62
2022-11-24 00:00:00,Finance,Travel,Central,141886,91088,Card,TXN109915,-50798,-35.80
2021-08-23 00:00:00,Marketing,Marketing,South,117091,140439,UPI,TXN109916,23348,19.94
2023-08-10 00:00:00,IT,Training,West,47834,85415,Cash,TXN109917,37581,78.57
2023-10-29 00:00:00,Finance,Utilities,Central,86723,148863,Cash,TXN109918,62140,71.65
2022-06-23 00:00:00,IT,Utilities,West,129600,147420,UPI,TXN109919,17820,13.75
2023-03-31 00:00:00,Finance,Salaries,West,16086,101491,Card,TXN109920,85405,530.93
2021-09-29 00:00:00,HR,Salaries,West,21510,62109,Cash,TXN109921,40599,188.74
2023-10-26 00:00:00,HR,Travel,North,44832,31679,Cash,TXN109922,-13153,-29.34
2022-08-16 00:00:00,IT,Travel,South,24200,72636,Bank Transfer,TXN109923,48436,200.15
2023-09-03 00:00:00,Finance,Training,East,115668,15342,UPI,TXN109924,-100326,-86.74
2021-04-25 00:00:00,Operations,Utilities,South,40141,99236,Bank Transfer,TXN109925,59095,147.22
2021-09-20 00:00:00,IT,Infrastructure,Central,109668,38770,UPI,TXN109926,-70898,-64.65
2021-07-26 00:00:00,IT,Travel,South,92186,107585,UPI,TXN109927,15399,16.70
2021-10-30 00:00:00,Marketing,Utilities,East,23594,70100,UPI,TXN109928,46506,197.11
2021-04-22 00:00:00,Sales,Travel,North,149298,136167,Card,TXN109929,-13131,-8.80
2021-07-04 00:00:00,IT,Marketing,Central,42212,115624,UPI,TXN109930,73412,173.91
2023-06-20 00:00:00,Operations,Salaries,North,10067,36228,Card,TXN109931,26161,259.87
2021-08-09 00:00:00,HR,Utilities,Central,55663,116578,UPI,TXN109932,60915,109.44
2023-12-30 00:00:00,Finance,Travel,East,59834,22763,Card,TXN109933,-37071,-61.96
2023-06-17 00:00:00,Sales,Salaries,North,23232,24034,Card,TXN109934,802,3.45
2023-12-30 00:00:00,Finance,Infrastructure,East,86682,73527,Card,TXN109935,-13155,-15.18
2022-09-14 00:00:00,HR,Travel,East,56002,69778,Cash,TXN109936,13776,24.60
2022-03-03 00:00:00,IT,Utilities,South,52291,111119,Bank Transfer,TXN109937,58828,112.50
2022-10-06 00:00:00,Marketing,Marketing,Central,144262,58328,Bank Transfer,TXN109938,-85934,-59.57
2022-07-22 00:00:00,Operations,Salaries,West,109156,90425,Bank Transfer,TXN109939,-18731,-17.16
2022-03-19 00:00:00,Sales,Salaries,West,91578,154462,Cash,TXN109940,62884,68.67
2022-08-24 00:00:00,Operations,Marketing,North,82889,81952,Cash,TXN109941,-937,-1.13
2022-05-19 00:00:00,Operations,Utilities,East,99157,110142,Cash,TXN109942,10985,11.08
2021-05-11 00:00:00,Operations,Training,South,103170,103440,UPI,TXN109943,270,0.26
2021-08-06 00:00:00,Operations,Infrastructure,Central,100868,44820,UPI,TXN109944,-56048,-55.57
2022-11-19 00:00:00,HR,Training,North,120492,65523,UPI,TXN109945,-54969,-45.62
2021-06-20 00:00:00,Operations,Marketing,East,117803,168162,UPI,TXN109946,50359,42.75
2022-09-04 00:00:00,Marketing,Infrastructure,West,106177,89392,UPI,TXN109947,-16785,-15.81
2023-09-19 00:00:00,Operations,Utilities,West,143667,57046,Bank Transfer,TXN109948,-86621,-60.29
2021-02-26 00:00:00,HR,Travel,Central,74402,66672,Bank Transfer,TXN109949,-7730,-10.39
2021-09-03 00:00:00,Finance,Travel,Central,11218,53711,Bank Transfer,TXN109950,42493,378.79
2021-05-24 00:00:00,HR,Training,Central,149747,41509,Bank Transfer,TXN109951,-108238,-72.28
2023-12-11 00:00:00,Marketing,Utilities,North,73447,12409,Bank Transfer,TXN109952,-61038,-83.10
2022-01-03 00:00:00,Marketing,Infrastructure,Central,96603,36465,Cash,TXN109953,-60138,-62.25
2021-08-06 00:00:00,IT,Training,North,34384,95373,Cash,TXN109954,60989,177.38
2022-09-08 00:00:00,HR,Marketing,South,50527,23423,UPI,TXN109955,-27104,-53.64
2022-03-18 00:00:00,Finance,Training,East,104100,65651,Bank Transfer,TXN109956,-38449,-36.93
2023-04-21 00:00:00,IT,Utilities,West,87277,112487,UPI,TXN109957,25210,28.89
2023-08-14 00:00:00,IT,Utilities,North,68465,148530,Cash,TXN109958,80065,116.94
2022-11-30 00:00:00,Sales,Travel,East,26665,65201,UPI,TXN109959,38536,144.52
2023-05-26 00:00:00,Operations,Marketing,Central,47689,150292,Bank Transfer,TXN109960,102603,215.15
2023-02-15 00:00:00,IT,Travel,West,53689,15312,Bank Transfer,TXN109961,-38377,-71.48
2023-02-01 00:00:00,IT,Infrastructure,North,75180,159503,Bank Transfer,TXN109962,84323,112.16
2023-08-03 00:00:00,Marketing,Infrastructure,Central,38040,89463,Cash,TXN109963,51423,135.18
2023-07-12 00:00:00,Finance,Salaries,East,35927,50013,UPI,TXN109964,14086,39.21
2023-07-24 00:00:00,IT,Utilities,South,23514,157099,Card,TXN109965,133585,568.11
2021-01-25 00:00:00,Finance,Marketing,East,118801,152289,Card,TXN109966,33488,28.19
2023-03-17 00:00:00,Operations,Marketing,North,66058,116521,Card,TXN109967,50463,76.39
2023-02-03 00:00:00,Marketing,Travel,South,54398,62653,Card,TXN109968,8255,15.18
2023-12-20 00:00:00,Sales,Training,South,99233,122116,Card,TXN109969,22883,23.06
2022-03-10 00:00:00,Sales,Training,Central,100948,68352,Cash,TXN109970,-32596,-32.29
2023-05-29 00:00:00,Operations,Travel,East,147211,125351,Bank Transfer,TXN109971,-21860,-14.85
2023-12-26 00:00:00,Operations,Training,North,62601,87028,Card,TXN109972,24427,39.02
2023-06-29 00:00:00,Marketing,Marketing,South,71894,20785,Card,TXN109973,-51109,-71.09
2022-07-19 00:00:00,Marketing,Travel,Central,132262,112645,Card,TXN109974,-19617,-14.83
2021-04-16 00:00:00,HR,Training,South,89634,8032,UPI,TXN109975,-81602,-91.04
2021-04-06 00:00:00,IT,Salaries,East,114303,108585,Bank Transfer,TXN109976,-5718,-5.00
2021-06-17 00:00:00,IT,Utilities,West,100544,131409,Card,TXN109977,30865,30.70
2021-02-11 00:00:00,IT,Salaries,North,30731,78518,Cash,TXN109978,47787,155.50
2021-04-14 00:00:00,Finance,Training,West,88619,88824,Bank Transfer,TXN109979,205,0.23
2022-06-04 00:00:00,HR,Infrastructure,East,82586,74825,Bank Transfer,TXN109980,-7761,-9.40
2021-10-09 00:00:00,IT,Marketing,West,97862,95020,Bank Transfer,TXN109981,-2842,-2.90
2023-12-03 00:00:00,Finance,Salaries,East,86685,91238,UPI,TXN109982,4553,5.25
2023-08-05 00:00:00,Finance,Salaries,East,53745,121995,Bank Transfer,TXN109983,68250,126.99
2023-01-19 00:00:00,Sales,Travel,Central,102272,114341,Card,TXN109984,12069,11.80
2023-04-11 00:00:00,Finance,Travel,West,96575,30150,Card,TXN109985,-66425,-68.78
2021-02-18 00:00:00,Operations,Travel,South,97097,81004,UPI,TXN109986,-16093,-16.57
2021-04-25 00:00:00,Marketing,Training,East,36820,155800,Cash,TXN109987,118980,323.14
2022-05-18 00:00:00,Finance,Infrastructure,West,30192,39926,UPI,TXN109988,9734,32.24
2023-09-13 00:00:00,Operations,Salaries,South,66968,65036,UPI,TXN109989,-1932,-2.88
2021-03-12 00:00:00,Operations,Utilities,North,50642,143788,Card,TXN109990,93146,183.93
2023-10-09 00:00:00,Sales,Travel,South,130525,53322,Bank Transfer,TXN109991,-77203,-59.15
2021-03-08 00:00:00,Sales,Infrastructure,West,58145,128962,UPI,TXN109992,70817,121.79
2023-08-25 00:00:00,Finance,Training,West,125467,135878,Cash,TXN109993,10411,8.30
2021-06-30 00:00:00,Sales,Infrastructure,South,61414,22710,Card,TXN109994,-38704,-63.02
